StockCode,Description,Total_Units_Sold,Total_Revenue,Average_Price,Active_Days,On_Hand_Units,On_Order_Units,Lead_Time_Days,Daily_Demand,Weekly_Demand,Safety_Stock,Reorder_Point,Forecast_8_Week_Demand,Risk_Status,Recommended_Action,Recommended_Order_Qty,Sales_At_Risk,Capital_Locked,Stockout_Score,Overstock_Score
21716,BOYS VINTAGE TIN SEASIDE BUCKET,1425,3872.92,3.458670091324201,146,72,174,14,9.76027397260274,68.32191780821918,13.664383561643838,150.3082191780822,6.0,Overstock,Markdown / Clear,0.0,0.0,228.27222602739724,0.024291497975708502,10.285714285714286
21717,EASTER TIN BUCKET,408,946.9300000000001,2.619637931034483,29,170,161,20,14.068965517241379,98.48275862068965,19.696551724137933,301.0758620689655,0.0,Overstock,Markdown / Clear,0.0,0.0,445.3384482758621,0.0,170.0
21718,RED METAL BEACH SPADE ,1493,2113.39,1.7337488738738738,148,163,164,3,10.087837837837839,70.61486486486487,14.122972972972974,44.38648648648649,11.5,Overstock,Markdown / Clear,0.0,0.0,262.6629543918919,0.0350609756097561,13.04
21719,LOVELY BONBON STICKER SHEET,345,307.44,1.0489795918367346,49,76,133,18,7.040816326530612,49.285714285714285,9.857142857142858,136.59183673469386,2.5,Overstock,Markdown / Clear,0.0,0.0,77.1,0.011904761904761904,21.714285714285715
21720,CAKE SHOP  STICKER SHEET,57,48.45,0.85,7,58,134,8,8.142857142857142,57.0,11.4,76.54285714285714,0.0,Overstock,Markdown / Clear,0.0,0.0,49.3,0.0,58.0
21721,CANDY SHOP  STICKER SHEET,195,179.45999999999998,1.0725892857142856,28,128,152,5,6.964285714285714,48.75,9.75,44.57142857142857,1.0,Overstock,Markdown / Clear,0.0,0.0,136.21883928571427,0.0035587188612099642,64.0
21722,SWEET PUDDING STICKER SHEET,98,95.52999999999999,1.1313636363636363,33,200,32,4,2.9696969696969697,20.78787878787879,4.157575757575758,16.03636363636364,2.5,Overstock,Markdown / Clear,0.0,0.0,223.44431818181818,0.01072961373390558,57.142857142857146
21723,ALPHABET HEARTS STICKER SHEET,397,350.08,1.0002884615384615,52,61,54,4,7.634615384615385,53.44230769230769,10.688461538461539,41.22692307692308,2.5,Overstock,Markdown / Clear,0.0,0.0,58.516875,0.021551724137931036,17.428571428571427
21724,PANDA AND BUNNIES STICKER SHEET,408,355.83,0.9664179104477612,67,205,185,15,6.08955223880597,42.62686567164179,8.525373134328358,99.86865671641792,11.5,Overstock,Markdown / Clear,0.0,0.0,187.00186567164178,0.029411764705882353,16.4
21725,SWEETIES  STICKERS,301,277.24,1.1353191489361703,47,442,6,11,6.404255319148936,44.82978723404255,8.96595744680851,79.4127659574468,0.0,Overstock,Markdown / Clear,0.0,0.0,501.81106382978726,0.0,442.0
21726,MULTI HEARTS  STICKERS,237,204.69,0.9175,36,417,56,18,6.583333333333333,46.08333333333333,9.216666666666667,127.71666666666667,13.0,Overstock,Markdown / Clear,0.0,0.0,370.67,0.027426160337552744,29.785714285714285
21730,GLASS STAR FROSTED T-LIGHT HOLDER,517,2514.4300000000003,5.415549019607843,85,242,125,7,6.08235294117647,42.576470588235296,8.51529411764706,51.091764705882355,11.5,Overstock,Markdown / Clear,0.0,0.0,1248.2840490196077,0.03125,19.36
21731,RED TOADSTOOL LED NIGHT LIGHT,14001,23919.78,2.3053604012424276,270,141,11,9,51.855555555555554,362.9888888888889,72.59777777777778,539.2977777777778,335.0,Stockout Risk,Reorder Now,267.0,772.2957344162132,0.0,2.189542483660131,0.41964285714285715
21733,RED HANGING HEART T-LIGHT HOLDER,7872,23199.24,3.188015968253968,250,152,15,15,31.488,220.416,44.083200000000005,516.4032,244.5,Stockout Risk,Reorder Now,137.0,779.4699042380952,0.0,1.4553571428571428,0.6191446028513238
21735,TWO DOOR CURIO CABINET,212,2577.45,12.546575342465752,73,182,42,15,2.904109589041096,20.328767123287673,4.065753424657535,47.62739726027397,0.0,Overstock,Markdown / Clear,0.0,0.0,2283.476712328767,0.0,182.0
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,80,137.22,1.7580000000000002,5,234,116,9,16.0,112.0,22.400000000000002,166.4,0.0,Overstock,Markdown / Clear,0.0,0.0,411.37200000000007,0.0,234.0
21738,COSY SLIPPER SHOES SMALL  RED ,46,144.58,3.3337037037037036,18,240,134,12,2.5555555555555554,17.888888888888886,3.5777777777777775,34.24444444444444,0.0,Overstock,Markdown / Clear,0.0,0.0,800.0888888888888,0.0,240.0
21739,COSY SLIPPER SHOES SMALL GREEN,254,703.08,2.8219323671497585,69,254,110,17,3.681159420289855,25.768115942028984,5.153623188405797,67.73333333333333,15.0,Overstock,Markdown / Clear,0.0,0.0,674.4418357487923,0.0410958904109589,15.875
21741,COSY SLIPPER SHOES LARGE GREEN,147,480.1700000000001,3.7158823529411764,34,350,50,8,4.323529411764706,30.26470588235294,6.052941176470588,40.641176470588235,0.0,Overstock,Markdown / Clear,0.0,0.0,1300.5588235294117,0.0,350.0
21742,LARGE ROUND WICKER PLATTER ,194,1167.5800000000002,6.085547945205479,73,165,159,7,2.6575342465753424,18.602739726027398,3.72054794520548,22.323287671232876,18.5,Overstock,Markdown / Clear,0.0,0.0,891.5327739726027,0.05692307692307692,8.461538461538462
21743,STAR PORTABLE TABLE LIGHT ,299,887.6500000000001,3.7821052631578946,38,258,74,4,7.868421052631579,55.078947368421055,11.015789473684212,42.48947368421052,0.0,Overstock,Markdown / Clear,0.0,0.0,975.7831578947369,0.0,258.0
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,529,1557.65,3.066697435897436,65,95,7,17,8.138461538461538,56.96923076923076,11.393846153846154,149.7476923076923,0.0,Overstock,Markdown / Clear,0.0,0.0,291.3362564102564,0.0,95.0
21745,GAOLERS KEYS DECORATIVE GARDEN ,935,3475.73,3.971259259259259,144,28,199,18,6.493055555555555,45.451388888888886,9.090277777777777,125.96527777777777,28.5,Healthy,No Action,10.0,0.0,0.0,0.125,0.9491525423728814
21746,SMALL RED RETROSPOT WINDMILL,3075,3766.93,1.4929543378995433,146,93,44,11,21.061643835616437,147.43150684931504,29.48630136986301,261.1643835616438,0.0,Overstock,Markdown / Clear,0.0,0.0,138.84475342465754,0.0,93.0
21747,SMALL SKULL WINDMILL,485,645.61,1.5086458333333335,48,461,58,9,10.104166666666666,70.72916666666666,14.145833333333332,105.08333333333333,0.0,Overstock,Markdown / Clear,0.0,0.0,695.4857291666667,0.0,461.0
21749,LARGE RED RETROSPOT WINDMILL,1963,3877.0899999999997,2.565756802721088,98,420,131,6,20.03061224489796,140.21428571428572,28.042857142857144,148.22653061224491,0.0,Overstock,Markdown / Clear,0.0,0.0,1077.617857142857,0.0,420.0
21750,LARGE SKULL WINDMILL,90,207.51000000000002,2.713,20,272,103,5,4.5,31.5,6.300000000000001,28.8,0.0,Overstock,Markdown / Clear,0.0,0.0,737.936,0.0,272.0
21754,HOME BUILDING BLOCK WORD,2759,16923.47,6.612392136925945,281,249,194,13,9.818505338078293,68.72953736654804,13.74590747330961,141.3864768683274,40.0,Overstock,Markdown / Clear,0.0,0.0,1381.9899566175225,0.09009009009009009,6.073170731707317
21755,LOVE BUILDING BLOCK WORD,2011,12435.86,6.794996533479292,261,26,156,3,7.704980842911877,53.93486590038314,10.786973180076629,33.90191570881226,25.5,Healthy,No Action,10.0,0.0,0.0,0.13934426229508196,0.9811320754716981
21756,BATH BUILDING BLOCK WORD,809,5006.26,6.62358988764045,178,193,156,8,4.544943820224719,31.814606741573034,6.362921348314607,42.72247191011236,13.0,Overstock,Markdown / Clear,0.0,0.0,1192.246179775281,0.037142857142857144,13.785714285714286
21757,LIGHTHOUSE PRINTED METAL SIGN,6,29.700000000000003,4.95,3,160,97,13,2.0,14.0,2.8000000000000003,28.8,0.0,Overstock,Markdown / Clear,0.0,0.0,792.0,0.0,160.0
21758,VINTAGE SHELLS PRINT,50,427.46000000000004,9.77551724137931,29,187,155,3,1.7241379310344827,12.068965517241379,2.413793103448276,7.586206896551724,2.0,Overstock,Markdown / Clear,0.0,0.0,1808.4706896551725,0.0058309037900874635,62.333333333333336
21761,WOOD AND GLASS MEDICINE CABINET,10,299.5,29.95,10,189,78,9,1.0,7.0,1.4000000000000001,10.4,1.0,Overstock,Markdown / Clear,0.0,0.0,5630.599999999999,0.0037313432835820895,94.5
21763,VINTAGE WOODEN BAR STOOL,6,169.75,27.4625,4,412,123,8,1.5,10.5,2.1,14.1,0.0,Overstock,Markdown / Clear,0.0,0.0,11314.55,0.0,412.0
21769,VINTAGE POST OFFICE CABINET,11,607.6500000000001,66.36,2,453,171,16,5.5,38.5,7.7,95.7,0.0,Overstock,Markdown / Clear,0.0,0.0,30061.079999999998,0.0,453.0
21770,OPEN CLOSED METAL SIGN,1638,7923.93,5.472222402597403,176,302,3,4,9.306818181818182,65.14772727272727,13.029545454545454,50.25681818181818,0.0,Overstock,Markdown / Clear,0.0,0.0,1652.6111655844156,0.0,302.0
21773,DECORATIVE ROSE BATHROOM BOTTLE,1170,1154.17,1.868546783625731,114,141,89,6,10.263157894736842,71.84210526315789,14.368421052631579,75.94736842105263,5.5,Overstock,Markdown / Clear,0.0,0.0,253.18808918128656,0.023809523809523808,21.692307692307693
21774,DECORATIVE CATS BATHROOM BOTTLE,1095,1152.4,1.954475065616798,127,213,103,13,8.622047244094489,60.35433070866142,12.070866141732285,124.15748031496064,7.0,Overstock,Markdown / Clear,0.0,0.0,402.6218635170604,0.022082018927444796,26.625
21775,DECORATIVE FLORE BATHROOM BOTTLE,515,716.86,1.9269753086419754,108,24,136,17,4.768518518518518,33.379629629629626,6.675925925925926,87.74074074074073,4.0,Overstock,Markdown / Clear,0.0,0.0,38.53950617283951,0.024844720496894408,4.8
21777,RECIPE BOX WITH METAL HEART,12,95.4,7.95,2,48,118,20,6.0,42.0,8.4,128.4,0.0,Overstock,Markdown / Clear,0.0,0.0,381.6,0.0,48.0
21781,MA CAMPAGNE CUTLERY BOX,168,2661.8,16.700452380952377,70,184,132,3,2.4,16.8,3.3600000000000003,10.559999999999999,0.0,Overstock,Markdown / Clear,0.0,0.0,3072.8832380952376,0.0,184.0
21784,SHOE SHINE BOX ,57,633.0699999999999,11.51952380952381,42,441,55,5,1.3571428571428572,9.5,1.9000000000000001,8.685714285714287,0.0,Overstock,Markdown / Clear,0.0,0.0,5080.11,0.0,441.0
21785,RAIN PONCHO ,411,268.76,1.0025,4,358,95,5,102.75,719.25,143.85,657.6,0.0,Overstock,Markdown / Clear,0.0,0.0,358.895,0.0,358.0
21786,POLKADOT RAIN HAT ,1937,916.99,0.6620419501133786,147,155,177,9,13.17687074829932,92.23809523809524,18.44761904761905,137.03945578231293,49.5,Overstock,Markdown / Clear,0.0,0.0,69.84542573696145,0.14864864864864866,3.0693069306930694
21787,RAIN PONCHO RETROSPOT,8875,7161.099999999999,1.0532974683544303,158,384,74,3,56.17088607594937,393.19620253164555,78.63924050632912,247.15189873417722,626.5,Stockout Risk,Reorder Now,321.0,659.8908639240506,0.0,1.3649237472766884,0.6119521912350597
21788,KIDS RAIN MAC BLUE,1293,1029.24,0.9127631578947369,76,340,142,13,17.013157894736842,119.09210526315789,23.818421052631578,244.98947368421054,24.0,Overstock,Markdown / Clear,0.0,0.0,288.4331578947369,0.049689440993788817,13.6
21789,KIDS RAIN MAC PINK,925,803.65,0.9442291666666666,80,361,31,8,11.5625,80.9375,16.1875,108.6875,27.0,Overstock,Markdown / Clear,0.0,0.0,315.3725416666666,0.06870229007633588,12.892857142857142
21790,VINTAGE SNAP CARDS,14521,12510.01,1.010036325378852,281,164,27,5,51.67615658362989,361.7330960854092,72.34661921708185,330.72740213523133,455.0,Stockout Risk,Reorder Now,363.0,459.5665280473777,0.0,2.3697916666666665,0.35964912280701755
21791,VINTAGE HEADS AND TAILS CARD GAME ,7864,10504.4,1.4880617773858513,243,346,21,4,32.36213991769547,226.53497942386832,45.30699588477367,174.75555555555556,224.5,Healthy,No Action,0.0,0.0,0.0,0.6100543478260869,1.5343680709534369
21792,CLASSIC FRENCH STYLE BASKET GREEN ,344,1497.72,5.279870689655173,58,236,16,20,5.931034482758621,41.51724137931035,8.30344827586207,126.92413793103448,0.0,Overstock,Markdown / Clear,0.0,0.0,1246.0494827586208,0.0,236.0
21793,CLASSIC FRENCH STYLE BASKET BROWN,304,1296.6100000000001,4.621379310344828,58,320,58,14,5.241379310344827,36.689655172413794,7.337931034482759,80.71724137931035,0.0,Overstock,Markdown / Clear,0.0,0.0,1478.841379310345,0.0,320.0
21794,CLASSIC FRENCH STYLE BASKET NATURAL,522,2213.42,5.075459770114943,87,151,89,12,6.0,42.0,8.4,80.4,0.0,Overstock,Markdown / Clear,0.0,0.0,766.3944252873564,0.0,151.0
21801,CHRISTMAS TREE DECORATION WITH BELL,1251,530.26,0.42236111111111113,78,311,198,7,16.03846153846154,112.26923076923077,22.453846153846158,134.72307692307692,0.0,Overstock,Markdown / Clear,0.0,0.0,131.35430555555556,0.0,311.0
21802,CHRISTMAS TREE HEART DECORATION,2122,919.14,0.4522021604938271,108,89,105,11,19.64814814814815,137.53703703703704,27.50740740740741,243.63703703703706,0.0,Overstock,Markdown / Clear,0.0,0.0,40.24599228395061,0.0,89.0
21803,CHRISTMAS TREE STAR DECORATION,2353,1016.02,0.44934941520467836,114,271,184,4,20.640350877192983,144.48245614035088,28.896491228070175,111.4578947368421,12.0,Overstock,Markdown / Clear,0.0,0.0,116.3814985380117,0.02631578947368421,20.846153846153847
21804,WHITE CHRISTMAS GARLAND STARS TREES,225,830.03,3.849111111111111,45,434,25,4,5.0,35.0,7.0,27.0,19.0,Overstock,Markdown / Clear,0.0,0.0,1597.381111111111,0.041304347826086954,21.7
21807,WHITE CHRISTMAS STAR DECORATION,438,189.0,0.49,24,294,24,8,18.25,127.75,25.55,171.55,0.0,Overstock,Markdown / Clear,0.0,0.0,144.06,0.0,294.0
21808,"CHRISTMAS GARLAND STARS,TREES",180,637.83,3.566341463414634,41,464,137,12,4.390243902439025,30.731707317073173,6.146341463414635,58.82926829268293,6.0,Overstock,Markdown / Clear,0.0,0.0,1633.3843902439025,0.009966777408637873,66.28571428571429
21809,CHRISTMAS HANGING TREE WITH BELL,1964,1117.92,1.0648695652173914,69,383,44,20,28.463768115942027,199.2463768115942,39.84927536231884,609.1246376811594,18.0,Overstock,Markdown / Clear,0.0,0.0,388.67739130434785,0.04205607476635514,20.157894736842106
21810,CHRISTMAS HANGING STAR WITH BELL,5840,2981.84,0.9201875334403424,89,201,82,14,65.61797752808988,459.32584269662914,91.86516853932584,1010.5168539325841,372.5,Stockout Risk,Reorder Now,263.0,342.76985620652755,0.0,1.3116197183098592,0.5381526104417671
21811,CHRISTMAS HANGING HEART WITH BELL,231,307.59999999999997,1.7065384615384613,13,186,10,6,17.76923076923077,124.38461538461539,24.876923076923077,131.4923076923077,0.0,Overstock,Markdown / Clear,0.0,0.0,317.4161538461538,0.0,186.0
21811,HANGING HEART WITH BELL,4619,2374.7999999999997,1.2610235783633843,103,110,180,19,44.84466019417476,313.9126213592233,62.782524271844665,914.831067961165,0.0,Overstock,Markdown / Clear,0.0,0.0,138.71259361997227,0.0,110.0
21812,GARLAND WITH HEARTS AND BELLS,393,1746.27,5.388333333333334,71,221,199,17,5.535211267605634,38.74647887323944,7.749295774647888,101.84788732394367,13.0,Overstock,Markdown / Clear,0.0,0.0,1120.7733333333333,0.030878859857482184,15.785714285714286
21813,GARLAND WITH STARS AND BELLS,549,2280.4700000000003,4.641422222222222,75,365,103,8,7.32,51.24,10.248000000000001,68.808,50.5,Overstock,Markdown / Clear,0.0,0.0,1459.727288888889,0.10767590618336886,7.087378640776699
21814,HEART T-LIGHT HOLDER ,74,111.77,1.7692857142857144,14,38,67,18,5.285714285714286,37.0,7.4,102.54285714285714,1.0,Overstock,Markdown / Clear,0.0,0.0,65.46357142857143,0.009433962264150943,19.0
21815,STAR  T-LIGHT HOLDER ,158,270.22999999999996,1.9769565217391303,23,58,94,19,6.869565217391305,48.08695652173913,9.617391304347827,140.1391304347826,0.0,Overstock,Markdown / Clear,0.0,0.0,114.66347826086955,0.0,58.0
21816,CHRISTMAS TREE T-LIGHT HOLDER,33,47.849999999999994,1.45,7,145,155,5,4.714285714285714,33.0,6.6000000000000005,30.171428571428574,0.0,Overstock,Markdown / Clear,0.0,0.0,210.25,0.0,145.0
21817,GLITTER CHRISTMAS TREE,906,410.91,0.6128378378378379,37,470,64,12,24.486486486486488,171.40540540540542,34.28108108108108,328.11891891891895,0.0,Overstock,Markdown / Clear,0.0,0.0,288.0337837837838,0.0,470.0
21818,GLITTER CHRISTMAS HEART ,268,231.82,0.9723076923076923,13,192,48,7,20.615384615384617,144.30769230769232,28.861538461538466,173.16923076923078,0.0,Overstock,Markdown / Clear,0.0,0.0,186.68307692307692,0.0,192.0
21818,GLITTER HEART DECORATION,2469,1088.59,0.6910964912280702,76,160,174,16,32.48684210526316,227.4078947368421,45.481578947368426,565.271052631579,53.0,Overstock,Markdown / Clear,0.0,0.0,73.9473245614035,0.1582089552238806,2.962962962962963
21819,GLITTER CHRISTMAS STAR ,2470,1066.65,0.5920491803278689,61,261,51,15,40.49180327868852,283.44262295081967,56.68852459016394,664.0655737704918,145.5,Healthy,No Action,0.0,0.0,0.0,0.46485623003194887,1.7815699658703072
21820,GLITTER HEART GARLAND WITH BELLS ,329,1368.47,5.075380952380952,70,239,101,8,4.7,32.9,6.58,44.18,17.0,Overstock,Markdown / Clear,0.0,0.0,1126.7345714285714,0.04985337243401759,13.277777777777779
21821,GLITTER STAR GARLAND WITH BELLS ,251,1037.05,4.841702127659574,47,145,181,14,5.340425531914893,37.38297872340425,7.47659574468085,82.24255319148935,4.0,Overstock,Markdown / Clear,0.0,0.0,682.68,0.012232415902140673,29.0
21822,GLITTER CHRISTMAS TREE WITH BELLS,698,719.3,1.4052339181286548,57,77,187,10,12.24561403508772,85.71929824561403,17.143859649122806,139.6,82.5,Healthy,No Action,23.0,0.0,0.0,0.3113207547169811,0.9221556886227545
21823,PAINTED METAL HEART WITH HOLLY BELL,1372,854.35,1.0695733333333333,50,167,56,7,27.44,192.08,38.416000000000004,230.496,0.0,Overstock,Markdown / Clear,0.0,0.0,178.61874666666665,0.0,167.0
21824,PAINTED METAL STAR WITH HOLLY BELLS,1916,1102.42,0.893143722943723,55,495,46,17,34.836363636363636,243.85454545454544,48.77090909090909,640.9890909090909,0.0,Overstock,Markdown / Clear,0.0,0.0,442.1061428571429,0.0,495.0
21826,EIGHT PIECE DINOSAUR SET,125,185.18,1.5629999999999997,25,475,158,18,5.0,35.0,7.0,97.0,0.0,Overstock,Markdown / Clear,0.0,0.0,742.4249999999998,0.0,475.0
21827,EIGHT PIECE CREEPY CRAWLIE SET,6,7.5,1.25,3,336,173,3,2.0,14.0,2.8000000000000003,8.8,0.0,Overstock,Markdown / Clear,0.0,0.0,420.0,0.0,336.0
21828,EIGHT PIECE SNAKE  SET,330,435.79,1.4487247474747473,66,402,25,18,5.0,35.0,7.0,97.0,13.0,Overstock,Markdown / Clear,0.0,0.0,563.5539267676767,0.030373831775700934,28.714285714285715
21829,DINOSAUR KEYRINGS ASSORTED,6765,1460.74,0.2599935897435897,130,380,113,7,52.03846153846154,364.2692307692308,72.85384615384616,437.12307692307695,0.0,Overstock,Markdown / Clear,0.0,0.0,98.7975641025641,0.0,380.0
21830,ASSORTED CREEPY CRAWLIES,2621,1107.07,0.4750602409638554,83,442,4,5,31.57831325301205,221.04819277108433,44.209638554216866,202.10120481927711,0.0,Overstock,Markdown / Clear,0.0,0.0,209.9766265060241,0.0,442.0
21832,CHOCOLATE CALCULATOR,954,1790.1,2.3509775910364143,119,20,83,17,8.016806722689076,56.11764705882353,11.223529411764707,147.50924369747898,23.0,Healthy,No Action,14.0,0.0,0.0,0.22115384615384615,0.8333333333333334
21833,CAMOUFLAGE LED TORCH,2726,4594.43,2.0810060060060063,111,406,51,15,24.55855855855856,171.9099099099099,34.38198198198199,402.7603603603604,58.5,Overstock,Markdown / Clear,0.0,0.0,723.1495870870872,0.1277292576419214,6.823529411764706
21836,GINGHAM OVEN GLOVE RED HEART ,5,26.490000000000002,5.04,3,480,104,18,1.6666666666666667,11.666666666666668,2.3333333333333335,32.333333333333336,0.0,Overstock,Markdown / Clear,0.0,0.0,2419.2,0.0,480.0
21839,MUMMY MOUSE RED GINGHAM RIBBON,1,5.45,5.45,1,367,53,13,1.0,7.0,1.4000000000000001,14.4,0.0,Overstock,Markdown / Clear,0.0,0.0,2000.15,0.0,367.0
21841,BABY MOUSE RED GINGHAM DRESS,73,310.25,4.25,19,209,160,4,3.8421052631578947,26.894736842105264,5.378947368421053,20.74736842105263,0.0,Overstock,Markdown / Clear,0.0,0.0,888.25,0.0,209.0
21843,RED RETROSPOT CAKE STAND,2012,21354.3,12.515833333333333,242,210,177,8,8.314049586776859,58.19834710743801,11.639669421487604,78.15206611570247,53.0,Overstock,Markdown / Clear,0.0,0.0,1964.9858333333334,0.13659793814432988,3.888888888888889
21844,RED RETROSPOT MUG,1847,5167.6900000000005,3.27948717948718,130,388,165,8,14.207692307692307,99.45384615384614,19.89076923076923,133.5523076923077,1.5,Overstock,Markdown / Clear,0.0,0.0,1267.521794871795,0.002707581227436823,155.2
21845,DAIRY MAID STRIPE MUG,1906,1720.3000000000002,1.143939393939394,66,428,154,16,28.87878787878788,202.15151515151516,40.43030303030304,502.4909090909091,36.0,Overstock,Markdown / Clear,0.0,0.0,448.42424242424244,0.06174957118353345,11.567567567567568
21846,PINK DIAMANTE PEN IN GIFT BOX,424,1206.97,4.416711111111111,75,331,14,13,5.653333333333333,39.57333333333333,7.914666666666666,81.408,4.0,Overstock,Markdown / Clear,0.0,0.0,1444.2645333333332,0.011560693641618497,66.2
21847,GREEN  DIAMANTE PEN IN GIFT BOX,76,178.89,2.950714285714286,28,436,60,10,2.7142857142857144,19.0,3.8000000000000003,30.942857142857147,0.0,Overstock,Markdown / Clear,0.0,0.0,1286.5114285714287,0.0,436.0
21849,SILVER DIAMANTE PEN IN GIFT BOX,173,548.93,3.912830188679245,53,441,121,10,3.2641509433962264,22.849056603773583,4.569811320754717,37.21132075471698,6.0,Overstock,Markdown / Clear,0.0,0.0,1702.0811320754717,0.010657193605683837,63.0
21850,BLUE  DIAMANTE PEN IN GIFT BOX,129,488.13,4.572616279069767,43,136,20,3,3.0,21.0,4.2,13.2,4.0,Overstock,Markdown / Clear,0.0,0.0,603.5853488372093,0.025477707006369428,27.2
21851,LILAC DIAMANTE PEN IN GIFT BOX,141,454.99,4.4331249999999995,48,153,45,9,2.9375,20.5625,4.1125,30.55,1.0,Overstock,Markdown / Clear,0.0,0.0,673.8349999999999,0.005025125628140704,76.5
21864,UNION JACK FLAG PASSPORT COVER ,828,2041.69,2.8633622047244094,127,77,196,8,6.519685039370079,45.63779527559055,9.12755905511811,61.28503937007874,32.0,Overstock,Markdown / Clear,0.0,0.0,128.85129921259843,0.11678832116788321,2.3333333333333335
21865,PINK UNION JACK  PASSPORT COVER ,271,618.9300000000001,2.542355072463768,92,63,133,10,2.9456521739130435,20.619565217391305,4.123913043478261,33.58043478260869,3.5,Overstock,Markdown / Clear,0.0,0.0,151.2701268115942,0.017766497461928935,14.0
21866,UNION JACK FLAG LUGGAGE TAG,747,1292.3799999999999,1.8756399864910502,141,192,37,10,5.297872340425532,37.08510638297872,7.417021276595745,60.39574468085107,27.0,Overstock,Markdown / Clear,0.0,0.0,309.48059777102327,0.11739130434782609,6.857142857142857
21867,PINK UNION JACK  LUGGAGE TAG,348,480.25,1.6112673611111112,96,179,61,16,3.625,25.375,5.075,63.075,7.0,Overstock,Markdown / Clear,0.0,0.0,277.13798611111116,0.029045643153526972,22.375
21868,POTTING SHED TEA MUG,2477,3259.75,1.7596748466257668,163,192,85,20,15.196319018404909,106.37423312883436,21.274846625766873,325.2012269938651,27.5,Overstock,Markdown / Clear,0.0,0.0,289.4665122699386,0.09892086330935251,6.7368421052631575
21870,I CAN ONLY PLEASE ONE PERSON MUG,1407,1851.46,1.5843602693602692,99,336,189,18,14.212121212121213,99.48484848484848,19.8969696969697,275.71515151515155,0.0,Overstock,Markdown / Clear,0.0,0.0,532.3450505050505,0.0,336.0
21871,SAVE THE PLANET MUG,5453,6679.56,1.776680595238095,200,322,77,11,27.265,190.85500000000002,38.17100000000001,338.086,98.5,Overstock,Markdown / Clear,0.0,0.0,397.08811303571423,0.24625,3.236180904522613
21872,GLAMOROUS  MUG,1292,1454.98,1.6429464285714286,112,168,45,17,11.535714285714286,80.75,16.150000000000002,212.25714285714287,32.5,Overstock,Markdown / Clear,0.0,0.0,222.61924107142858,0.15186915887850466,5.014925373134329
21873,IF YOU CAN'T STAND THE HEAT MUG,1618,1834.3,1.6234239130434782,92,99,140,12,17.58695652173913,123.1086956521739,24.621739130434783,235.66521739130434,9.0,Overstock,Markdown / Clear,0.0,0.0,146.10815217391303,0.0375,9.9
21874,GIN AND TONIC MUG,2974,4141.179999999999,1.9269394319131163,171,393,2,18,17.391812865497077,121.74269005847954,24.348538011695908,337.4011695906433,67.5,Overstock,Markdown / Clear,0.0,0.0,627.2187850877194,0.17045454545454544,5.737226277372263
21875,KINGS CHOICE MUG,2055,2429.38,1.7615013774104684,121,232,5,6,16.983471074380166,118.88429752066116,23.776859504132233,125.67768595041323,56.5,Overstock,Markdown / Clear,0.0,0.0,309.1434917355372,0.23739495798319327,4.034782608695652
21876,POTTERING MUG,3789,4825.36,1.9929701086956522,184,222,92,15,20.592391304347824,144.14673913043478,28.82934782608696,337.71521739130435,76.0,Overstock,Markdown / Clear,0.0,0.0,290.9736358695652,0.24126984126984127,2.883116883116883
21877,HOME SWEET HOME MUG,5411,6932.78,1.7210134920634919,210,271,7,7,25.766666666666666,180.36666666666667,36.07333333333334,216.44,41.5,Overstock,Markdown / Clear,0.0,0.0,394.97259642857136,0.14874551971326164,6.376470588235295
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2523,2172.2,1.1176071428571428,140,248,171,9,18.021428571428572,126.15,25.230000000000004,187.42285714285714,4.5,Overstock,Markdown / Clear,0.0,0.0,272.1373392857143,0.010714285714285714,45.09090909090909
21879,HEARTS GIFT TAPE,1176,385.47,0.6804591194968553,53,183,107,11,22.18867924528302,155.32075471698113,31.06415094339623,275.13962264150945,8.0,Overstock,Markdown / Clear,0.0,0.0,119.08034591194968,0.027491408934707903,20.333333333333332
21880,RED RETROSPOT TAPE,1903,858.7800000000001,0.48820312499999996,160,246,160,10,11.89375,83.25625000000001,16.65125,135.58875,13.5,Overstock,Markdown / Clear,0.0,0.0,113.5072265625,0.033169533169533166,16.96551724137931
21881,CUTE CATS TAPE,1102,383.11,0.7388333333333333,60,166,74,18,18.366666666666667,128.56666666666666,25.713333333333335,356.31333333333333,7.5,Overstock,Markdown / Clear,0.0,0.0,117.10508333333334,0.03112033195020747,19.529411764705884
21882,SKULLS TAPE,704,251.17000000000002,0.6955769230769231,52,39,76,8,13.538461538461538,94.76923076923077,18.953846153846154,127.26153846153846,12.0,Overstock,Markdown / Clear,0.0,0.0,18.780576923076925,0.10344827586206896,3.0
21883,STARS GIFT TAPE ,1653,725.4200000000001,0.6843127705627705,88,460,49,18,18.78409090909091,131.48863636363637,26.297727272727276,364.41136363636366,7.5,Overstock,Markdown / Clear,0.0,0.0,309.65152867965367,0.014705882352941176,54.11764705882353
21884,CAKES AND BOWS GIFT  TAPE,1166,413.76,0.8602303921568627,68,421,10,8,17.147058823529413,120.02941176470588,24.00588235294118,161.18235294117648,13.0,Overstock,Markdown / Clear,0.0,0.0,350.974,0.03009259259259259,30.071428571428573
